ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
300590.SZ,20260612,0,0.0,0.0,46223.6538,0.0
300590.SZ,20260605,0,0.0,0.0,46223.6538,0.0
300590.SZ,20260529,0,0.0,0.0,46223.6538,0.0
300590.SZ,20260522,0,0.0,0.0,46223.6538,0.0
300590.SZ,20260515,0,0.0,0.0,46223.6538,0.0
300590.SZ,20260508,0,0.0,0.0,46223.6538,0.0
300590.SZ,20260430,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260424,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260417,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260410,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260403,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260327,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260320,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260313,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260306,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260227,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260213,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260206,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260130,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260123,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260116,0,0.0,0.0,45991.7538,0.0
300590.SZ,20260109,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251231,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251226,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251219,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251212,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251205,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251129,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251128,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251121,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251114,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251107,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251031,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251024,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251017,0,0.0,0.0,45991.7538,0.0
300590.SZ,20251010,0,0.0,0.0,45991.7538,0.0
300590.SZ,20250930,0,0.0,0.0,45991.7538,0.0
300590.SZ,20250926,0,0.0,0.0,45991.7538,0.0
300590.SZ,20250919,0,0.0,0.0,45991.7538,0.0
300590.SZ,20250912,0,0.0,0.0,45991.7538,0.0
300590.SZ,20250905,0,0.0,0.0,45988.7712,0.0
300590.SZ,20250905,0,0.0,0.0,45991.7538,0.0
300590.SZ,20250829,0,0.0,0.0,45988.7712,0.0
300590.SZ,20250829,0,0.0,0.0,45991.7538,0.0
